country,year_week,weekly_count
Andorra,2021-05-10,87.0
Andorra,2021-05-17,99.0
Andorra,2021-05-24,118.0
Andorra,2021-05-31,50.0
Andorra,2021-06-07,36.0
Andorra,2021-06-14,51.0
Andorra,2021-06-21,18.0
Andorra,2021-06-28,109.0
Andorra,2021-07-05,164.0
Andorra,2021-07-12,204.0
Andorra,2021-07-19,218.0
Andorra,2021-07-26,170.0
Andorra,2021-08-02,129.0
Andorra,2021-08-09,78.0
Andorra,2021-08-16,48.0
Andorra,2021-08-23,30.0
Andorra,2021-08-30,37.0
Andorra,2021-09-06,14.0
Andorra,2021-09-13,57.0
Andorra,2021-09-20,49.0
Andorra,2021-09-27,78.0
Andorra,2021-10-04,40.0
Andorra,2021-10-11,60.0
Andorra,2021-10-18,58.0
Andorra,2021-10-25,91.0
Andorra,2021-11-01,189.0
Andorra,2021-11-08,202.0
Andorra,2021-11-15,392.0
Andorra,2021-11-22,816.0
Andorra,2021-11-29,1516.0
Andorra,2021-12-06,1336.0
Andorra,2021-12-13,1095.0
Andorra,2021-12-27,0.0
Andorra,2022-01-03,3481.0
Andorra,2022-01-10,1905.0
Andorra,2022-01-17,3137.0
Andorra,2022-01-24,2933.0
Andorra,2022-01-31,850.0
Andorra,2022-02-07,469.0
Andorra,2022-02-14,312.0
Andorra,2022-02-21,410.0
Andorra,2022-02-28,621.0
Andorra,2022-03-07,174.0
Andorra,2022-03-14,440.0
Andorra,2022-03-21,479.0
Andorra,2022-03-28,311.0
Andorra,2022-04-04,304.0
Andorra,2022-04-11,381.0
Andorra,2022-04-18,304.0
Andorra,2022-04-25,336.0
Andorra,2022-05-02,368.0
Andorra,2022-05-09,439.0
Andorra,2022-05-16,416.0
Andorra,2022-05-23,322.0
Andorra,2022-05-30,173.0
Andorra,2022-06-06,157.0
Armenia,2020-01-06,0.0
Armenia,2020-01-13,0.0
Armenia,2020-01-20,0.0
Armenia,2020-01-27,0.0
Armenia,2020-02-03,0.0
Armenia,2020-02-10,0.0
Armenia,2020-02-17,0.0
Armenia,2020-02-24,0.0
Armenia,2020-03-02,1.0
Armenia,2020-03-09,0.0
Armenia,2020-03-16,27.0
Armenia,2020-03-23,166.0
Armenia,2020-03-30,288.0
Armenia,2020-04-06,351.0
Armenia,2020-04-13,206.0
Armenia,2020-04-20,300.0
Armenia,2020-04-27,469.0
Armenia,2020-05-04,699.0
Armenia,2020-05-11,885.0
Armenia,2020-05-18,1431.0
Armenia,2020-05-25,2290.0
Armenia,2020-06-01,2379.0
Armenia,2020-06-08,3833.0
Armenia,2020-06-15,3739.0
Armenia,2020-06-22,3524.0
Armenia,2020-06-29,4539.0
Armenia,2020-07-06,3809.0
Armenia,2020-07-13,3215.0
Armenia,2020-07-20,2830.0
Armenia,2020-07-27,2409.0
Armenia,2020-08-03,1712.0
Armenia,2020-08-10,1308.0
Armenia,2020-08-17,1253.0
Armenia,2020-08-24,1129.0
Armenia,2020-08-31,958.0
Armenia,2020-09-07,1033.0
Armenia,2020-09-14,1079.0
Armenia,2020-09-21,1569.0
Armenia,2020-09-28,1969.0
Armenia,2020-10-05,3096.0
Armenia,2020-10-12,3955.0
Armenia,2020-10-19,8243.0
Armenia,2020-10-26,14116.0
Armenia,2020-11-02,14638.0
Armenia,2020-11-09,14018.0
Armenia,2020-11-16,10420.0
Armenia,2020-11-23,8823.0
Armenia,2020-11-30,8415.0
Armenia,2020-12-07,7220.0
Armenia,2020-12-14,6338.0
Armenia,2020-12-21,5383.0
Armenia,2020-12-28,3883.0
Armenia,2021-01-04,4340.0
Armenia,2021-01-11,2388.0
Armenia,2021-01-18,1418.0
Armenia,2021-01-25,994.0
Armenia,2021-02-01,1089.0
Armenia,2021-02-08,1078.0
Armenia,2021-02-15,1147.0
Armenia,2021-02-22,1814.0
Armenia,2021-03-01,2800.0
Armenia,2021-03-08,3686.0
Armenia,2021-03-15,5517.0
Armenia,2021-03-22,6522.0
Armenia,2021-03-29,6372.0
Armenia,2021-04-05,6214.0
Armenia,2021-04-12,5491.0
Armenia,2021-04-19,4651.0
Armenia,2021-04-26,3539.0
Armenia,2021-05-03,2345.0
Armenia,2021-05-10,1574.0
Armenia,2021-05-17,1055.0
Armenia,2021-05-24,688.0
Armenia,2021-05-31,542.0
Armenia,2021-06-07,511.0
Armenia,2021-06-14,530.0
Armenia,2021-06-21,598.0
Armenia,2021-06-28,755.0
Armenia,2021-07-05,853.0
Armenia,2021-07-12,1063.0
Armenia,2021-07-19,1388.0
Armenia,2021-07-26,1566.0
Armenia,2021-08-02,1821.0
Armenia,2021-08-09,2517.0
Armenia,2021-08-16,3071.0
Armenia,2021-08-23,3726.0
Armenia,2021-08-30,3653.0
Armenia,2021-09-06,3882.0
Armenia,2021-09-13,4796.0
Armenia,2021-09-20,4603.0
Armenia,2021-09-27,6772.0
Armenia,2021-10-04,7640.0
Armenia,2021-10-11,10226.0
Armenia,2021-10-18,13369.0
Armenia,2021-10-25,12845.0
Armenia,2021-11-01,11846.0
Armenia,2021-11-08,8098.0
Armenia,2021-11-15,5006.0
Armenia,2021-11-22,3773.0
Armenia,2021-11-29,2698.0
Armenia,2021-12-06,1786.0
Armenia,2021-12-13,1104.0
Armenia,2021-12-27,0.0
Armenia,2022-01-03,945.0
Armenia,2022-01-10,1804.0
Armenia,2022-01-17,4614.0
Armenia,2022-01-24,15396.0
Armenia,2022-01-31,23793.0
Armenia,2022-02-07,15486.0
Armenia,2022-02-14,8683.0
Armenia,2022-02-21,4075.0
Armenia,2022-02-28,1569.0
Armenia,2022-03-07,620.0
Armenia,2022-03-14,307.0
Armenia,2022-03-21,140.0
Armenia,2022-03-28,113.0
Armenia,2022-04-04,96.0
Armenia,2022-04-11,93.0
Armenia,2022-04-18,55.0
Armenia,2022-04-25,49.0
Armenia,2022-05-02,22.0
Armenia,2022-05-09,21.0
Armenia,2022-05-16,22.0
Armenia,2022-05-23,24.0
Armenia,2022-05-30,43.0
Armenia,2022-06-06,0.0
Austria,2020-01-06,0.0
Austria,2020-01-13,0.0
Austria,2020-01-20,0.0
Austria,2020-01-27,0.0
Austria,2020-02-03,0.0
Austria,2020-02-10,0.0
Austria,2020-02-17,0.0
Austria,2020-02-24,0.0
Austria,2020-03-02,12.0
Austria,2020-03-09,114.0
Austria,2020-03-16,874.0
Austria,2020-03-23,3068.0
Austria,2020-03-30,5128.0
Austria,2020-04-06,3116.0
Austria,2020-04-13,1838.0
Austria,2020-04-20,684.0
Austria,2020-04-27,448.0
Austria,2020-05-04,312.0
Austria,2020-05-11,264.0
Austria,2020-05-18,335.0
Austria,2020-05-25,265.0
Austria,2020-06-01,195.0
Austria,2020-06-08,227.0
Austria,2020-06-15,172.0
Austria,2020-06-22,248.0
Austria,2020-06-29,335.0
Austria,2020-07-06,640.0
Austria,2020-07-13,596.0
Austria,2020-07-20,784.0
Austria,2020-07-27,872.0
Austria,2020-08-03,794.0
Austria,2020-08-10,722.0
Austria,2020-08-17,1462.0
Austria,2020-08-24,1907.0
Austria,2020-08-31,1941.0
Austria,2020-09-07,2268.0
Austria,2020-09-14,3997.0
Austria,2020-09-21,5211.0
Austria,2020-09-28,4656.0
Austria,2020-10-05,5597.0
Austria,2020-10-12,7486.0
Austria,2020-10-19,9903.0
Austria,2020-10-26,18273.0
Austria,2020-11-02,31613.0
Austria,2020-11-09,44758.0
Austria,2020-11-16,47880.0
Austria,2020-11-23,40742.0
Austria,2020-11-30,31162.0
Austria,2020-12-07,23078.0
Austria,2020-12-14,18701.0
Austria,2020-12-21,14864.0
Austria,2020-12-28,13340.0
Austria,2021-01-04,29527.0
Austria,2021-01-11,10946.0
Austria,2021-01-18,10165.0
Austria,2021-01-25,9513.0
Austria,2021-02-01,9119.0
Austria,2021-02-08,9457.0
Austria,2021-02-15,11635.0
Austria,2021-02-22,14195.0
Austria,2021-03-01,16324.0
Austria,2021-03-08,18225.0
Austria,2021-03-15,21094.0
Austria,2021-03-22,22326.0
Austria,2021-03-29,20788.0
Austria,2021-04-05,17616.0
Austria,2021-04-12,16822.0
Austria,2021-04-19,15048.0
Austria,2021-04-26,12537.0
Austria,2021-05-03,9021.0
Austria,2021-05-10,5736.0
Austria,2021-05-17,4156.0
Austria,2021-05-24,3160.0
Austria,2021-05-31,2424.0
Austria,2021-06-07,1685.0
Austria,2021-06-14,1002.0
Austria,2021-06-21,679.0
Austria,2021-06-28,633.0
Austria,2021-07-05,1093.0
Austria,2021-07-12,2193.0
Austria,2021-07-19,2533.0
Austria,2021-07-26,3251.0
Austria,2021-08-02,3667.0
Austria,2021-08-09,5901.0
Austria,2021-08-16,8065.0
Austria,2021-08-23,9436.0
Austria,2021-08-30,11306.0
Austria,2021-09-06,14060.0
Austria,2021-09-13,13748.0
Austria,2021-09-20,11763.0
Austria,2021-09-27,12594.0
Austria,2021-10-04,12784.0
Austria,2021-10-11,15360.0
Austria,2021-10-18,23855.0
Austria,2021-10-25,34574.0
Austria,2021-11-01,56501.0
Austria,2021-11-08,78822.0
Austria,2021-11-15,97281.0
Austria,2021-11-22,82683.0
Austria,2021-11-29,50887.0
Austria,2021-12-06,29305.0
Austria,2021-12-13,18860.0
Austria,2021-12-20,14638.0
Austria,2021-12-27,23126.0
Austria,2022-01-03,62443.0
Austria,2022-01-10,111045.0
Austria,2022-01-17,176107.0
Austria,2022-01-24,226989.0
Austria,2022-01-31,231394.0
Austria,2022-02-07,216500.0
Austria,2022-02-14,195946.0
Austria,2022-02-21,185634.0
Austria,2022-02-28,217174.0
Austria,2022-03-07,299437.0
Austria,2022-03-14,316254.0
Austria,2022-03-21,248260.0
Austria,2022-03-28,151717.0
Austria,2022-04-04,96598.0
Austria,2022-04-11,63327.0
Austria,2022-04-18,49036.0
Austria,2022-04-25,40355.0
Austria,2022-05-02,36981.0
Austria,2022-05-09,29780.0
Austria,2022-05-16,20282.0
Austria,2022-05-23,15297.0
Austria,2022-05-30,19522.0
Austria,2022-06-06,25547.0
Azerbaijan,2020-01-06,0.0
Azerbaijan,2020-01-13,0.0
Azerbaijan,2020-01-20,0.0
Azerbaijan,2020-01-27,0.0
Azerbaijan,2020-02-03,0.0
Azerbaijan,2020-02-10,0.0
Azerbaijan,2020-02-17,0.0
Azerbaijan,2020-02-24,0.0
Azerbaijan,2020-03-02,3.0
Azerbaijan,2020-03-09,6.0
Azerbaijan,2020-03-16,10.0
Azerbaijan,2020-03-23,46.0
Azerbaijan,2020-03-30,144.0
Azerbaijan,2020-04-06,375.0
Azerbaijan,2020-04-13,514.0
Azerbaijan,2020-04-20,300.0
Azerbaijan,2020-04-27,247.0
Azerbaijan,2020-05-04,287.0
Azerbaijan,2020-05-11,587.0
Azerbaijan,2020-05-18,755.0
Azerbaijan,2020-05-25,848.0
Azerbaijan,2020-06-01,1372.0
Azerbaijan,2020-06-08,2059.0
Azerbaijan,2020-06-15,2404.0
Azerbaijan,2020-06-22,2772.0
Azerbaijan,2020-06-29,3695.0
Azerbaijan,2020-07-06,3900.0
Azerbaijan,2020-07-13,3717.0
Azerbaijan,2020-07-20,3480.0
Azerbaijan,2020-07-27,2529.0
Azerbaijan,2020-08-03,2393.0
Azerbaijan,2020-08-10,1125.0
Azerbaijan,2020-08-17,651.0
Azerbaijan,2020-08-24,1055.0
Azerbaijan,2020-08-31,1035.0
Azerbaijan,2020-09-07,1020.0
Azerbaijan,2020-09-14,998.0
Azerbaijan,2020-09-21,861.0
Azerbaijan,2020-09-28,835.0
Azerbaijan,2020-10-05,668.0
Azerbaijan,2020-10-12,1291.0
Azerbaijan,2020-10-19,2982.0
Azerbaijan,2020-10-26,4995.0
Azerbaijan,2020-11-02,6485.0
Azerbaijan,2020-11-09,8967.0
Azerbaijan,2020-11-16,10277.0
Azerbaijan,2020-11-23,17406.0
Azerbaijan,2020-11-30,25101.0
Azerbaijan,2020-12-07,28484.0
Azerbaijan,2020-12-14,29195.0
Azerbaijan,2020-12-21,26214.0
Azerbaijan,2020-12-28,13395.0
Azerbaijan,2021-01-04,9344.0
Azerbaijan,2021-01-11,2564.0
Azerbaijan,2021-01-18,1641.0
Azerbaijan,2021-01-25,1187.0
Azerbaijan,2021-02-01,935.0
Azerbaijan,2021-02-08,1043.0
Azerbaijan,2021-02-15,1004.0
Azerbaijan,2021-02-22,1461.0
Azerbaijan,2021-03-01,2301.0
Azerbaijan,2021-03-08,3332.0
Azerbaijan,2021-03-15,6679.0
Azerbaijan,2021-03-22,10356.0
Azerbaijan,2021-03-29,14504.0
Azerbaijan,2021-04-05,15310.0
Azerbaijan,2021-04-12,14517.0
Azerbaijan,2021-04-19,12151.0
Azerbaijan,2021-04-26,7986.0
Azerbaijan,2021-05-03,5289.0
Azerbaijan,2021-05-10,3182.0
Azerbaijan,2021-05-17,2185.0
Azerbaijan,2021-05-24,1410.0
Azerbaijan,2021-05-31,851.0
Azerbaijan,2021-06-07,456.0
Azerbaijan,2021-06-14,322.0
Azerbaijan,2021-06-21,343.0
Azerbaijan,2021-06-28,581.0
Azerbaijan,2021-07-05,837.0
Azerbaijan,2021-07-12,1332.0
Azerbaijan,2021-07-19,1857.0
Azerbaijan,2021-07-26,4077.0
Azerbaijan,2021-08-02,7305.0
Azerbaijan,2021-08-09,16177.0
Azerbaijan,2021-08-16,23504.0
Azerbaijan,2021-08-23,26490.0
Azerbaijan,2021-08-30,24876.0
Azerbaijan,2021-09-06,17220.0
Azerbaijan,2021-09-13,12627.0
Azerbaijan,2021-09-20,8124.0
Azerbaijan,2021-09-27,5535.0
Azerbaijan,2021-10-04,5801.0
Azerbaijan,2021-10-11,10028.0
Azerbaijan,2021-10-18,14118.0
Azerbaijan,2021-10-25,15045.0
Azerbaijan,2021-11-01,15911.0
Azerbaijan,2021-11-08,13572.0
Azerbaijan,2021-11-15,13121.0
Azerbaijan,2021-11-22,11809.0
Azerbaijan,2021-11-29,10605.0
Azerbaijan,2021-12-06,8092.0
Azerbaijan,2021-12-13,5838.0
Azerbaijan,2021-12-27,0.0
Azerbaijan,2022-01-03,3884.0
Azerbaijan,2022-01-10,4163.0
Azerbaijan,2022-01-17,8005.0
Azerbaijan,2022-01-24,22553.0
Azerbaijan,2022-01-31,42370.0
Azerbaijan,2022-02-07,46515.0
Azerbaijan,2022-02-14,29225.0
Azerbaijan,2022-02-21,10907.0
Azerbaijan,2022-02-28,4031.0
Azerbaijan,2022-03-07,1435.0
Azerbaijan,2022-03-14,715.0
Azerbaijan,2022-03-21,268.0
Azerbaijan,2022-03-28,311.0
Azerbaijan,2022-04-04,176.0
Azerbaijan,2022-04-11,125.0
Azerbaijan,2022-04-18,134.0
Azerbaijan,2022-04-25,83.0
Azerbaijan,2022-05-02,51.0
Azerbaijan,2022-05-09,43.0
Azerbaijan,2022-05-16,39.0
Azerbaijan,2022-05-23,46.0
Azerbaijan,2022-05-30,27.0
Azerbaijan,2022-06-06,85.0
Belarus,2020-01-06,0.0
Belarus,2020-01-13,0.0
Belarus,2020-01-20,0.0
Belarus,2020-01-27,0.0
Belarus,2020-02-03,0.0
Belarus,2020-02-10,0.0
Belarus,2020-02-17,0.0
Belarus,2020-02-24,0.0
Belarus,2020-03-02,1.0
Belarus,2020-03-09,5.0
Belarus,2020-03-16,21.0
Belarus,2020-03-23,49.0
Belarus,2020-03-30,18.0
Belarus,2020-04-06,470.0
Belarus,2020-04-13,2014.0
Belarus,2020-04-20,3229.0
Belarus,2020-04-27,4656.0
Belarus,2020-05-04,6242.0
Belarus,2020-05-11,6268.0
Belarus,2020-05-18,6677.0
Belarus,2020-05-25,6548.0
Belarus,2020-06-01,6358.0
Belarus,2020-06-08,6074.0
Belarus,2020-06-15,5343.0
Belarus,2020-06-22,4532.0
Belarus,2020-06-29,2970.0
Belarus,2020-07-06,2079.0
Belarus,2020-07-13,1378.0
Belarus,2020-07-20,1163.0
Belarus,2020-07-27,1037.0
Belarus,2020-08-03,935.0
Belarus,2020-08-10,783.0
Belarus,2020-08-17,666.0
Belarus,2020-08-24,952.0
Belarus,2020-08-31,1219.0
Belarus,2020-09-07,1172.0
Belarus,2020-09-14,1314.0
Belarus,2020-09-21,1501.0
Belarus,2020-09-28,1935.0
Belarus,2020-10-05,2686.0
Belarus,2020-10-12,3239.0
Belarus,2020-10-19,4164.0
Belarus,2020-10-26,5125.0
Belarus,2020-11-02,6636.0
Belarus,2020-11-09,6820.0
Belarus,2020-11-16,7906.0
Belarus,2020-11-23,9814.0
Belarus,2020-11-30,11009.0
Belarus,2020-12-07,12149.0
Belarus,2020-12-14,13138.0
Belarus,2020-12-21,13228.0
Belarus,2020-12-28,15065.0
Belarus,2021-01-04,25405.0
Belarus,2021-01-11,13367.0
Belarus,2021-01-18,10251.0
Belarus,2021-01-25,10725.0
Belarus,2021-02-01,10163.0
Belarus,2021-02-08,10188.0
Belarus,2021-02-15,10769.0
Belarus,2021-02-22,8811.0
Belarus,2021-03-01,8174.0
Belarus,2021-03-08,5882.0
Belarus,2021-03-15,8122.0
Belarus,2021-03-22,8236.0
Belarus,2021-03-29,8623.0
Belarus,2021-04-05,9577.0
Belarus,2021-04-12,7342.0
Belarus,2021-04-19,9623.0
Belarus,2021-04-26,8051.0
Belarus,2021-05-03,6991.0
Belarus,2021-05-10,8644.0
Belarus,2021-05-17,8493.0
Belarus,2021-05-24,8414.0
Belarus,2021-05-31,5983.0
Belarus,2021-06-07,5241.0
Belarus,2021-06-14,5490.0
Belarus,2021-06-21,4627.0
Belarus,2021-06-28,5570.0
Belarus,2021-07-05,7245.0
Belarus,2021-07-12,6425.0
Belarus,2021-07-19,6336.0
Belarus,2021-07-26,6398.0
Belarus,2021-08-02,6920.0
Belarus,2021-08-09,7523.0
Belarus,2021-08-16,8438.0
Belarus,2021-08-23,9729.0
Belarus,2021-08-30,12035.0
Belarus,2021-09-06,10674.0
Belarus,2021-09-13,15296.0
Belarus,2021-09-20,13780.0
Belarus,2021-09-27,11827.0
Belarus,2021-10-04,15739.0
Belarus,2021-10-11,14228.0
Belarus,2021-10-18,14288.0
Belarus,2021-10-25,13827.0
Belarus,2021-11-01,13756.0
Belarus,2021-11-08,13457.0
Belarus,2021-11-15,12648.0
Belarus,2021-11-22,11404.0
Belarus,2021-11-29,11802.0
Belarus,2021-12-06,10609.0
Belarus,2021-12-13,9728.0
Belarus,2021-12-27,0.0
Belarus,2022-01-03,7232.0
Belarus,2022-01-10,8103.0
Belarus,2022-01-17,11770.0
Belarus,2022-01-24,14149.0
Belarus,2022-01-31,34438.0
Belarus,2022-02-07,61180.0
Belarus,2022-02-14,49011.0
Belarus,2022-02-21,32154.0
Belarus,2022-02-28,12471.0
Belarus,2022-03-07,5547.0
Belarus,2022-03-14,14004.0
Belarus,2022-03-21,7518.0
Belarus,2022-03-28,6378.0
Belarus,2022-04-04,4789.0
Belarus,2022-04-11,4035.0
Belarus,2022-04-18,3484.0
Belarus,2022-04-25,2906.0
Belarus,2022-05-02,1941.0
Belarus,2022-05-09,58.0
Belarus,2022-05-16,0.0
Belarus,2022-05-23,0.0
Belarus,2022-05-30,0.0
Belarus,2022-06-06,0.0
Belgium,2020-01-06,0.0
Belgium,2020-01-13,0.0
Belgium,2020-01-20,0.0
Belgium,2020-01-27,0.0
Belgium,2020-02-03,2.0
Belgium,2020-02-10,1.0
Belgium,2020-02-17,0.0
Belgium,2020-02-24,0.0
Belgium,2020-03-02,0.0
Belgium,2020-03-09,0.0
Belgium,2020-03-16,3678.0
Belgium,2020-03-23,3673.0
Belgium,2020-03-30,8130.0
Belgium,2020-04-06,9694.0
Belgium,2020-04-13,11175.0
Belgium,2020-04-20,7963.0
Belgium,2020-04-27,5703.0
Belgium,2020-05-04,3095.0
Belgium,2020-05-11,3051.0
Belgium,2020-05-18,2071.0
Belgium,2020-05-25,1510.0
Belgium,2020-06-01,1144.0
Belgium,2020-06-08,847.0
Belgium,2020-06-15,671.0
Belgium,2020-06-22,668.0
Belgium,2020-06-29,607.0
Belgium,2020-07-06,637.0
Belgium,2020-07-13,704.0
Belgium,2020-07-20,1385.0
Belgium,2020-07-27,2489.0
Belgium,2020-08-03,3759.0
Belgium,2020-08-10,4340.0
Belgium,2020-08-17,3751.0
Belgium,2020-08-24,3453.0
Belgium,2020-08-31,3121.0
Belgium,2020-09-07,3655.0
Belgium,2020-09-14,6158.0
Belgium,2020-09-21,10108.0
Belgium,2020-09-28,11274.0
Belgium,2020-10-05,18895.0
Belgium,2020-10-12,38852.0
Belgium,2020-10-19,72232.0
Belgium,2020-10-26,105383.0
Belgium,2020-11-02,99584.0
Belgium,2020-11-09,54006.0
Belgium,2020-11-16,33967.0
Belgium,2020-11-23,22312.0
Belgium,2020-11-30,16261.0
Belgium,2020-12-07,15289.0
Belgium,2020-12-14,16840.0
Belgium,2020-12-21,17714.0
Belgium,2020-12-28,12607.0
Belgium,2021-01-04,22668.0
Belgium,2021-01-11,13093.0
Belgium,2021-01-18,14641.0
Belgium,2021-01-25,16375.0
Belgium,2021-02-01,14892.0
Belgium,2021-02-08,12527.0
Belgium,2021-02-15,15361.0
Belgium,2021-02-22,16648.0
Belgium,2021-03-01,16429.0
Belgium,2021-03-08,21255.0
Belgium,2021-03-15,29329.0
Belgium,2021-03-22,33998.0
Belgium,2021-03-29,29873.0
Belgium,2021-04-05,24193.0
Belgium,2021-04-12,24371.0
Belgium,2021-04-19,24423.0
Belgium,2021-04-26,20783.0
Belgium,2021-05-03,20975.0
Belgium,2021-05-10,14649.0
Belgium,2021-05-17,16999.0
Belgium,2021-05-24,12179.0
Belgium,2021-05-31,9065.0
Belgium,2021-06-07,5261.0
Belgium,2021-06-14,3006.0
Belgium,2021-06-21,2416.0
Belgium,2021-06-28,4070.0
Belgium,2021-07-05,7513.0
Belgium,2021-07-12,9541.0
Belgium,2021-07-19,10388.0
Belgium,2021-07-26,11283.0
Belgium,2021-08-02,12242.0
Belgium,2021-08-09,13352.0
Belgium,2021-08-16,13831.0
Belgium,2021-08-23,14116.0
Belgium,2021-08-30,13761.0
Belgium,2021-09-06,13760.0
Belgium,2021-09-13,14475.0
Belgium,2021-09-20,13647.0
Belgium,2021-09-27,13316.0
Belgium,2021-10-04,14922.0
Belgium,2021-10-11,22871.0
Belgium,2021-10-18,40000.0
Belgium,2021-10-25,54823.0
